deviceId,time_bucket_s,transfers,total_mb,avg_bw_mbps
1,707,4,2811.154432,7871.61217485319
1,708,3,2108.365824,7996.087203544003
1,709,3,2108.365824,7854.215257761424
1,710,3,2108.365824,7891.538895092502
1,711,4,2811.154432,7834.541118600922
1,712,3,2108.365824,7823.162224142431
1,713,4,2811.154432,7893.9387713915075
1,714,3,2108.365824,7900.586204121518
1,715,3,2108.365824,7838.769391085996
1,716,4,2811.154432,7947.225059584997
1,717,3,2108.365824,7799.662083057709
1,718,4,2811.154432,7880.76766479503
1,719,3,2108.365824,7921.922686885312
1,720,4,2811.154432,7825.015844610455
1,721,2,1405.577216,8051.220868386688
1,722,4,2811.154432,7916.04428242796
1,723,3,2108.365824,7974.863496278296
1,724,3,2108.365824,8029.090940577701
1,725,4,2811.154432,7888.046069241612
1,726,3,2108.365824,7881.35532307057
1,727,4,2811.154432,7870.112129965994
1,728,3,2108.365824,7932.415415953761
1,729,3,2108.365824,7963.705949340826
1,730,4,2811.154432,7811.825977361678
1,731,3,2108.365824,7837.027638485699
1,732,4,2811.154432,7949.0696577100925
1,733,2,1405.577216,7904.381315258393
1,734,4,2811.154432,7924.918879545986
1,735,3,2108.365824,7807.945197264799
1,736,4,2811.154432,7867.409994182006
1,737,3,2108.365824,8011.306858123374
1,738,3,2108.365824,7967.837838471849
1,739,4,2811.154432,7882.728611325769
1,740,3,2108.365824,7892.035649202798
1,741,4,2811.154432,7991.81280186946
1,742,3,2108.365824,7846.9115868120425
1,743,4,2811.154432,7863.310242789768
1,744,2,1405.577216,7931.76728286545
1,745,4,2811.154432,7886.372011411659
1,746,3,2108.365824,7859.7130446527735
1,747,4,2811.154432,7878.900291033197
1,748,3,2108.365824,7828.480671275524
1,749,4,2811.154432,7882.083588518331
1,750,3,2108.365824,7857.282920910581
1,751,3,2108.365824,7942.314024968167
1,752,4,2811.154432,7884.871946709387
1,753,3,2108.365824,7959.63219816145
1,754,4,2811.154432,7958.376259751281
1,755,3,2108.365824,7915.6284625583285
1,756,3,2108.365824,8058.12213134646
1,757,3,2108.365824,7920.231733874419
1,758,4,2811.154432,7879.170924573424
1,759,3,2108.365824,7897.497281042539
1,760,4,2811.154432,7890.33659830599
1,761,3,2108.365824,7857.868992421085
1,762,4,2811.154432,7934.243929811713
1,763,3,2108.365824,7900.9343373264055
1,764,4,2811.154432,7812.44916058829
1,765,3,2108.365824,7908.246451871336
1,766,3,2108.365824,7934.798705868246
1,767,3,2108.365824,7996.315247031988
1,768,3,2108.365824,7977.141085741611
1,769,4,2811.154432,7818.731581910975
1,770,3,2108.365824,7906.108161240452
1,771,4,2811.154432,7984.121522978216
1,772,3,2108.365824,7884.846452527563
